age;job;marital;education;default;housing;loan;month;day_of_week;campaign;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;y
48;blue-collar;married;basic.4y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
26;technician;single;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;entrepreneur;divorced;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
36;services;single;high.school;no;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;housemaid;married;basic.4y;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
50;admin.;divorced;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
45;admin.;married;basic.6y;no;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
45;admin.;married;basic.6y;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
33;entrepreneur;married;basic.9y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;admin.;single;university.degree;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;blue-collar;married;basic.9y;no;;;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
26;technician;single;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
57;self-employed;married;basic.9y;;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
45;technician;single;professional.course;no;yes;no;may;tue;4;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;services;divorced;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;blue-collar;married;basic.4y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;blue-collar;single;professional.course;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;blue-collar;married;basic.4y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
42;admin.;divorced;university.degree;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
25;management;single;basic.4y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
45;blue-collar;single;basic.9y;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
40;admin.;single;high.school;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;admin.;married;university.degree;;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
49;blue-collar;married;basic.4y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
51;self-employed;single;university.degree;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
43;blue-collar;single;basic.4y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;entrepreneur;married;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;blue-collar;married;basic.9y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
32;services;married;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;blue-collar;married;basic.9y;;no;yes;may;tue;7;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;blue-collar;single;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
41;admin.;divorced;high.school;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;admin.;married;high.school;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
24;blue-collar;married;basic.4y;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;blue-collar;married;basic.6y;;no;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
27;services;married;high.school;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;blue-collar;married;basic.9y;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;student;single;basic.9y;;yes;yes;may;tue;5;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;blue-collar;divorced;basic.6y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
27;blue-collar;married;basic.9y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;technician;married;university.degree;no;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
33;admin.;divorced;high.school;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
43;blue-collar;married;basic.9y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
44;blue-collar;married;basic.4y;;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
43;;married;high.school;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;admin.;single;basic.9y;;no;no;may;tue;4;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;blue-collar;single;professional.course;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
60;;married;university.degree;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;blue-collar;single;basic.6y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
51;technician;married;university.degree;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;services;married;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;technician;divorced;professional.course;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
36;services;married;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
36;blue-collar;single;basic.9y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;services;married;high.school;no;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;technician;married;professional.course;no;no;no;may;tue;16;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;management;single;university.degree;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
55;services;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
49;;married;high.school;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
47;admin.;married;high.school;no;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;yes
31;admin.;single;university.degree;no;yes;no;may;tue;4;0;nonexistent;1.1;93.994;-36.4;4.857;no
56;retired;married;basic.4y;no;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;entrepreneur;divorced;university.degree;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;blue-collar;married;basic.9y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;self-employed;married;university.degree;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
57;blue-collar;married;basic.4y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
48;technician;married;basic.6y;no;no;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
53;self-employed;married;university.degree;no;no;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;admin.;married;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;blue-collar;married;basic.4y;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
47;blue-collar;single;basic.4y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
26;technician;married;basic.6y;no;no;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
33;self-employed;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
43;blue-collar;married;high.school;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;blue-collar;single;;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
22;services;single;basic.9y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
51;retired;married;university.degree;no;yes;yes;may;tue;5;0;nonexistent;1.1;93.994;-36.4;4.857;no
45;technician;married;basic.9y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;admin.;single;university.degree;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;services;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
47;technician;married;professional.course;;yes;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
48;unemployed;married;basic.4y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;technician;married;professional.course;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
50;blue-collar;single;basic.9y;;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;admin.;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
27;admin.;divorced;high.school;no;no;no;may;tue;4;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;blue-collar;married;basic.4y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;admin.;married;basic.9y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;management;married;high.school;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;entrepreneur;single;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;self-employed;married;basic.9y;no;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;blue-collar;single;basic.9y;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;self-employed;married;basic.6y;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;blue-collar;divorced;basic.9y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
32;blue-collar;divorced;basic.4y;no;no;no;may;tue;9;0;nonexistent;1.1;93.994;-36.4;4.857;no
33;management;married;university.degree;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
50;services;single;high.school;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
57;management;divorced;university.degree;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;blue-collar;married;basic.9y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;yes
37;technician;single;university.degree;no;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;technician;single;university.degree;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
42;technician;divorced;basic.9y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;blue-collar;married;basic.4y;;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
52;management;divorced;university.degree;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
33;admin.;single;university.degree;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
60;admin.;married;university.degree;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
27;services;married;professional.course;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;blue-collar;married;basic.9y;no;yes;no;may;tue;10;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;admin.;single;university.degree;no;no;yes;may;tue;9;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;blue-collar;single;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
53;blue-collar;married;basic.9y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
26;technician;married;professional.course;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;admin.;married;high.school;no;;;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
49;blue-collar;married;basic.6y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;technician;married;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
55;retired;divorced;high.school;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
44;;single;basic.9y;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;blue-collar;married;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;unemployed;single;basic.9y;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;management;single;university.degree;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;yes
34;admin.;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;services;married;high.school;no;yes;no;may;tue;4;0;nonexistent;1.1;93.994;-36.4;4.857;no
52;blue-collar;married;basic.9y;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
44;blue-collar;married;basic.4y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
55;management;married;university.degree;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
53;admin.;single;basic.6y;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
32;management;single;university.degree;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
43;blue-collar;married;basic.4y;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;housemaid;married;basic.4y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
52;management;divorced;university.degree;no;no;yes;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
48;blue-collar;married;basic.9y;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;technician;married;professional.course;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
32;blue-collar;married;professional.course;no;no;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;admin.;divorced;university.degree;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;services;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;admin.;married;university.degree;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
32;blue-collar;married;basic.9y;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
44;admin.;married;;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;services;married;high.school;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;services;single;professional.course;no;no;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;services;married;high.school;;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;management;married;basic.9y;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;technician;married;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
55;admin.;married;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;blue-collar;single;basic.9y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
52;housemaid;married;basic.4y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;blue-collar;married;professional.course;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;services;married;high.school;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
22;admin.;married;high.school;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;entrepreneur;divorced;high.school;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;blue-collar;married;basic.9y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
33;self-employed;married;university.degree;no;no;no;may;tue;5;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;technician;married;professional.course;no;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;blue-collar;single;high.school;no;no;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;technician;married;professional.course;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;admin.;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
50;services;married;basic.6y;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;blue-collar;married;basic.6y;no;yes;no;may;tue;6;0;nonexistent;1.1;93.994;-36.4;4.857;no
36;services;married;high.school;no;no;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;blue-collar;married;basic.4y;no;yes;no;may;tue;4;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;management;single;university.degree;;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;self-employed;single;university.degree;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;blue-collar;single;high.school;no;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
47;blue-collar;married;high.school;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;services;single;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
52;management;married;professional.course;no;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
58;admin.;married;basic.9y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;blue-collar;married;basic.6y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
52;management;married;professional.course;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;yes
45;blue-collar;divorced;basic.4y;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;blue-collar;married;basic.9y;no;no;no;may;tue;6;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;blue-collar;single;basic.9y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;blue-collar;married;basic.9y;;no;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
48;blue-collar;married;high.school;;yes;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
33;admin.;married;basic.9y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;admin.;single;university.degree;no;no;no;may;tue;5;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;self-employed;divorced;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
36;services;married;high.school;;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;management;married;basic.9y;no;yes;no;may;tue;9;0;nonexistent;1.1;93.994;-36.4;4.857;no
59;entrepreneur;married;university.degree;;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
40;blue-collar;married;basic.6y;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
60;retired;married;university.degree;;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
36;admin.;single;university.degree;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
50;services;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;services;married;high.school;no;yes;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
42;services;married;high.school;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;technician;single;university.degree;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;services;married;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
32;services;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
49;admin.;divorced;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
32;blue-collar;married;high.school;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
44;blue-collar;married;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;;married;basic.4y;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
40;retired;married;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
42;admin.;married;high.school;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;technician;single;professional.course;no;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
25;admin.;married;;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
54;technician;married;basic.4y;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;services;married;high.school;;yes;no;may;tue;8;0;nonexistent;1.1;93.994;-36.4;4.857;no
49;blue-collar;married;basic.9y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;admin.;single;university.degree;no;yes;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
53;technician;married;professional.course;no;yes;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
27;technician;single;professional.course;no;yes;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
57;management;divorced;high.school;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
32;blue-collar;married;basic.9y;no;no;no;may;tue;4;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;blue-collar;single;basic.4y;no;;;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;admin.;married;high.school;no;yes;no;may;tue;4;0;nonexistent;1.1;93.994;-36.4;4.857;no
36;blue-collar;married;basic.9y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;blue-collar;single;high.school;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
50;services;married;professional.course;;no;yes;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
28;services;single;high.school;no;yes;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
26;technician;married;professional.course;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;blue-collar;married;basic.6y;;no;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
53;technician;married;;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
45;admin.;divorced;basic.9y;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
50;blue-collar;married;basic.9y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;admin.;divorced;university.degree;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;blue-collar;married;high.school;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;blue-collar;married;basic.9y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
35;technician;single;university.degree;no;yes;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
58;retired;married;professional.course;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;blue-collar;married;basic.9y;no;no;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
24;unemployed;single;university.degree;no;no;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
26;services;single;basic.9y;no;yes;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;entrepreneur;married;university.degree;;no;no;may;tue;11;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;blue-collar;married;basic.9y;;yes;no;may;tue;8;0;nonexistent;1.1;93.994;-36.4;4.857;no
52;technician;married;professional.course;;yes;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
52;admin.;divorced;university.degree;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;blue-collar;married;professional.course;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;blue-collar;married;basic.4y;;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
29;blue-collar;married;high.school;;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;technician;married;university.degree;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
36;unemployed;single;basic.4y;;yes;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
39;services;married;high.school;;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
43;admin.;married;high.school;no;no;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;self-employed;married;basic.9y;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;yes
29;technician;married;professional.course;no;no;no;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
34;technician;single;professional.course;no;no;yes;may;tue;1;0;nonexistent;1.1;93.994;-36.4;4.857;no
51;management;divorced;university.degree;no;no;no;may;tue;10;0;nonexistent;1.1;93.994;-36.4;4.857;no
48;management;divorced;university.degree;no;yes;no;may;tue;5;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;admin.;single;high.school;;yes;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;blue-collar;single;basic.9y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
42;technician;single;high.school;no;no;no;may;tue;6;0;nonexistent;1.1;93.994;-36.4;4.857;no
40;blue-collar;married;basic.6y;no;no;yes;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
37;admin.;married;;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;blue-collar;married;basic.9y;no;no;yes;may;tue;5;0;nonexistent;1.1;93.994;-36.4;4.857;no
46;self-employed;married;university.degree;no;yes;no;may;tue;5;0;nonexistent;1.1;93.994;-36.4;4.857;no
47;blue-collar;married;basic.4y;;;;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
60;retired;divorced;basic.4y;;yes;no;may;tue;5;0;nonexistent;1.1;93.994;-36.4;4.857;no
31;services;married;high.school;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
43;admin.;married;high.school;no;no;no;may;tue;6;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;admin.;married;university.degree;no;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
57;management;single;basic.9y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
43;blue-collar;married;basic.4y;;no;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
55;technician;married;basic.6y;no;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
48;admin.;divorced;high.school;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
41;technician;married;professional.course;no;no;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
30;technician;married;high.school;no;yes;no;may;tue;3;0;nonexistent;1.1;93.994;-36.4;4.857;no
38;technician;married;professional.course;;yes;no;may;tue;2;0;nonexistent;1.1;93.994;-36.4;4.857;no
